SUPPLIER_NAME,SUPPLIER_TYPE,Address,COUNTRY,CITY,EMAIL_PATTERN,PHONE,WEBSITE,CONTACT PERSON,CONTACT_POSITION,SPECIALTIES,CATEGORY,PRODUCT,ORIGIN,Technical Specification,SUPPLIER_CAPACITY,CERTIFICATIONS,LOADING_PORT,DISCHARGE PORT,INCOTERMS,PAYMENT_TERMS,NOTES AFTER EXCHANGES,TARGET_PRICE_HINT,MOQ,PACKAGING,PRIORITY
Ghana Tiger Nut Cooperative,Cooperative,"Ampomah St, Adenta Municipality, Ghana",Ghana,Tamale,,  +233 59 855 5884,https://www.linkedin.com/company/tigernut-export-manufacturing-company/,,,#Tigernut #HealthyLiving #SustainableProducts #AnimalFeed #InnovativeBeverages #HealthySnacks,,,,,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,White Maize / Grade A,South Africa,Non-GMO/GMO options; expansion 38/40–40/42; explosion 99%; pure variety 99%; moisture ≤12.5%; protein ≥9.5%; broken ≤2%; aflatoxin ≤10 ppb; free pesticides/insects; HS 1005.90.10; 25kg PP bags.," 120,000 MT/month",Non-GMO and GMO options,,,,,,,"5,000 MT",,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Yellow Maize,South Africa,Moisture 11–12% max; admixture 1%; heat damage 0.5%; broken 1%; total damage 3.5%; foreign matter 2%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Small Orange Maize,South Africa,Natural/glutinous/non-glutinous; animal food; shelf life 3 months; hygienically processed/packed.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Super White Maize Meal,South Africa,"Super maize meal; nutrition/quality discussion; production associated with 12,000 tonnes/month.","12,000 t/month",,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Maize Flour – Fine,South Africa,Fine granular; white; degerminated and bran-free; food/pharma use; GMO and GMO-free available.,,GMO/GMO-free options,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Maize Flour – Very Fine,South Africa,Very fine granular; white; degerminated and bran-free; food/pharma use; GMO and GMO-free available.,,GMO/GMO-free options,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Maize Grits,South Africa,Product listed; detailed specification not stated on accessible section.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Cereals,Maize Rice,South Africa,Product listed; detailed specification not stated on accessible section.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Purple Speckled Kidney Beans,,"HPS; moisture ≤16.5%; imperfect ≤3%; impurity ≤0.5%; 200–220/220–240 pcs/100g; PP 25/50kg, 50/100lb.",,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Red Kidney Beans – Square,,HPS; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%; 300 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Light Speckled Kidney Beans – Huanan Round,,HPS; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%; 180–200/200–220/220–240 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Black Speckle Kidney Beans,,Moisture ≤16.5%; admixture ≤1%; imperfect ≤3%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Light Speckled Kidney Beans – Xinjiang,,HPS; moisture ≤16.5%; imperfect ≤3%; impurity ≤0.5%; 160–180 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Light Speckled Kidney Beans – American Round/Cranberry,,HPS; moisture ≤16.5%; imperfect ≤3%; impurity ≤0.5%; 180–200/200–220/220–240 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Pinto Beans,,180–200 to 240–260 pcs/100g; moisture ≤16%; admixture ≤0.3%; defective beans ≤2%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Peeling Broad Beans,,Moisture ≤14.5%; admixture ≤1%; imperfect ≤0.5%; 40–50 through 90–100 grains/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Broad Beans,,Moisture ≤14.5%; admixture ≤0.1%; imperfect ≤0.5%; 40–50 through 90–100 grains/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Red Kidney Beans,,Moisture 16%; admixture 1%; imperfect 2%; 190–210/200–240 pcs/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Light Red Kidney Beans,,Moisture ≤16.5%; admixture ≤0.5%; imperfect ≤3%; sizes around 175–220 pcs/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Small Red Kidney Beans,,HPS; moisture up to 15%; admixture ≤1%; imperfect ≤3%; 190–200/200–220 grains/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Dark Red Kidney Beans,Yunnan / South Africa,Yunnan and South African origins listed; moisture ≤16.5%; admixture ≤0.5%; imperfect ≤3%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Dark Red Kidney Beans – British Type,,HPS; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%; 220–240 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,White Kidney Beans – Medium,,HPS; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%; 180–200/200–220/200–240 pcs/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Big Size White Kidney Beans,,Moisture 15–16%; admixture 0.1%; imperfect 1%; 50–60 grains/100g.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,White Kidney Beans – Japanese Type,,HPS; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%; 400–420/420–440 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Navy Beans,,HPS; moisture ≤16.5%; imperfect ≤3%; impurity ≤0.5%; ~500 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,White Kidney Beans – Long Shape,,HPS; moisture ≤16.5%; imperfect ≤3%; impurity ≤0.5%; 180–200/200–220 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,White Kidney Beans – Baisake,,HPS; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%; 300–330/330–360 pcs/100g.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Black Kidney Beans / Polished,,HPS for polished; moisture ≤16.5%; impurity ≤0.5%; imperfect ≤3%.,,,,,,,,,~24 MT/20' FCL,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Triangle Beans,,Size 4mm+; moisture ≤16.5%; admixture ≤1%; imperfect ≤3%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Yellow Kidney Beans,,Moisture ≤16.5%; admixture ≤1%; imperfect ≤3%.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Pulses,Mung Beans,,"Moisture 16%; admixture 1%; imperfect 2%; germination 98%; sizes 3.0, 3.2–3.8, 3.8–4.0mm.",,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Almonds – Shelled Natural Raw,California / USA,"Nonpareil, Carmel, Price, Fritz, Monterey, Padre, Butte, Mission; sizes 16/18 through 36/40; custom specs.",,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Almonds – Inshell Natural Raw,California / USA,"Nonpareil, Peerless; custom specs.",,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Cashew Nuts,,White whole and scorched whole; white wholes 180/210/240/320/450; vacuum-packed tins.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Walnut,,Inshell only; thin smooth oval shell; light colour; mild flavour; yield 48–51%; high halves yield.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Pistachios – Raw Kernels,,Raw kernels; wholesale/bulk; 1–30kg packing stated for range.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Pistachios – Roasted Salted in Shell,,Roasted salted in-shell.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Pistachio Pieces,,Pistachio pieces.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Pistachios – Raw in Shell,,Raw in-shell.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Golden Sultana / Organic Golden Raisins,,Approx. 299 kcal/100g; fat 0.46g; fibre 4g; carbs 79.18g; protein 3.07g; laser/X-ray sorted and handpicked.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Nuts & Seeds,Macadamia Nuts,,"Style 0: ≥95% whole, >20mm; another style ≥90% whole, 16–21mm.",,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Soy,Organic Non-GMO Soybeans,South Africa,Protein ≥39%; moisture ≤12%; oil ≥18%; Grade A; 50kg/bulk/buyer requirements; immediate shipping.,,,,,,,,,Immediate shipping,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Soy,Soybean Meal,,Dry matter 90%; crude protein 46%; ME 12 MJ/kg DM; fibre 3.2%; NDF 12.3%; ADF 45%; fat 1.4%; Ca 0.3%; K 2.1%; lysine 2.91%; threonine 1.79%.,,,,,,,,,Feeding recommendation 0.5–2kg/head/day,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Soy,Soya Oil Cake,,Product listed; detailed specification not visible.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,IR64 White Rice Long Grain – 25% Broken,India,Broken 5%; moisture 14%; damaged/discoloured/yellow 2%; yellow 1%; red/streaked 0.5%; FM 0.25%; chalky 6%; natural admixture 5%; length 6mm; well milled; non-Sortex; 25/50kg PP.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Traditional White Basmati,India,Traditional white basmati.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,White Sella Basmati,India,White Sella basmati.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,Golden Sella Basmati,India,Golden Sella basmati.,,,,,,,,,,,
Grain of Africa Agro Processors (GOA),Supplier,"61 Selosesha Shop Cmplx, Selosesha, Thaba'Nchu, 9783, South Africa",South Africa,Thaba'Nchu,info@goaafricasa.co.za, +27 719 462 108,https://www.goaafricasa.co.za/soybeans.php,,,"Company presented as a manufacturer/supplier/exporter of agricultural products; announced categories: agro seeds, cattle feed, green manure, grains, pulses, oil seeds, herbal products.",Rice,PR11 White / Sella / Steam Rice,India,PR11 variants.,,,,,,,,,,,
